rollout/ep_len_mean,time/total_timesteps,time/episodes,time/time_elapsed,rollout/exploration_rate,time/fps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
23.98,147851,6040,1000,0.05,147,1.62,,
23.49,147942,6044,1000,0.05,147,1.56,,
23.67,148043,6048,1001,0.05,147,1.58,,
23.67,148129,6052,1001,0.05,147,1.58,,
23.34,148240,6056,1002,0.05,147,1.54,,
23.39,148332,6060,1003,0.05,147,1.54,,
23.19,148434,6064,1003,0.05,147,1.57,,
22.94,148517,6068,1004,0.05,147,1.53,,
22.97,148611,6072,1004,0.05,147,1.52,,
23.04,148690,6076,1005,0.05,147,1.53,,
23.35,148800,6080,1005,0.05,147,1.57,,
23.24,148869,6084,1006,0.05,147,1.54,,
23.2,148948,6088,1006,0.05,147,1.53,,
23.11,149044,6092,1007,0.05,147,1.5,,
23.52,149163,6096,1008,0.05,147,1.5,,
24.24,149297,6100,1009,0.05,147,1.58,,
24.13,149395,6104,1010,0.05,147,1.54,,
24.32,149504,6108,1011,0.05,147,1.55,,
24.09,149583,6112,1012,0.05,147,1.53,,
24.49,149728,6116,1013,0.05,147,1.52,,
24.77,149850,6120,1013,0.05,147,1.55,,
24.78,149932,6124,1014,0.05,147,1.57,,
,150000,,,0.05,,,2.0,21.75
24.71,150022,6128,1015,0.05,147,1.56,,
24.69,150114,6132,1016,0.05,147,1.59,,
25.05,150228,6136,1016,0.05,147,1.54,,
24.65,150316,6140,1017,0.05,147,1.51,,
25.57,150499,6144,1018,0.05,147,1.57,,
25.88,150631,6148,1019,0.05,147,1.6,,
26.13,150742,6152,1019,0.05,147,1.63,,
25.89,150829,6156,1020,0.05,147,1.61,,
25.95,150927,6160,1020,0.05,147,1.63,,
25.9,151024,6164,1021,0.05,147,1.58,,
26.38,151155,6168,1022,0.05,147,1.64,,
26.34,151245,6172,1023,0.05,147,1.65,,
26.74,151364,6176,1024,0.05,147,1.68,,
26.76,151476,6180,1025,0.05,147,1.7,,
27.31,151600,6184,1026,0.05,147,1.81,,
27.38,151686,6188,1027,0.05,147,1.82,,
27.52,151796,6192,1027,0.05,147,1.87,,
27.26,151889,6196,1028,0.05,147,1.92,,
26.91,151988,6200,1029,0.05,147,1.9,,
26.99,152094,6204,1029,0.05,147,1.92,,
26.73,152177,6208,1030,0.05,147,1.9,,
26.95,152278,6212,1030,0.05,147,1.93,,
27.06,152434,6216,1031,0.05,147,1.99,,
26.76,152526,6220,1032,0.05,147,1.93,,
26.93,152625,6224,1033,0.05,147,1.95,,
26.87,152709,6228,1033,0.05,147,1.94,,
27.34,152848,6232,1034,0.05,147,1.96,,
27.05,152933,6236,1034,0.05,147,1.97,,
27.11,153027,6240,1035,0.05,147,1.95,,
26.25,153124,6244,1036,0.05,147,1.89,,
25.81,153212,6248,1036,0.05,147,1.88,,
25.53,153295,6252,1037,0.05,147,1.84,,
25.43,153372,6256,1038,0.05,147,1.87,,
25.29,153456,6260,1038,0.05,147,1.86,,
25.36,153560,6264,1039,0.05,147,1.89,,
25.0,153655,6268,1040,0.05,147,1.83,,
24.93,153738,6272,1041,0.05,147,1.82,,
24.69,153833,6276,1042,0.05,147,1.8,,
24.51,153927,6280,1042,0.05,147,1.74,,
24.11,154011,6284,1043,0.05,147,1.66,,
24.2,154106,6288,1043,0.05,147,1.67,,
24.34,154230,6292,1044,0.05,147,1.69,,
24.22,154311,6296,1045,0.05,147,1.65,,
24.42,154430,6300,1045,0.05,147,1.66,,
24.18,154512,6304,1046,0.05,147,1.63,,
24.25,154602,6308,1046,0.05,147,1.63,,
24.1,154688,6312,1047,0.05,147,1.6,,
23.98,154832,6316,1048,0.05,147,1.57,,
23.93,154919,6320,1048,0.05,147,1.57,,
23.81,155006,6324,1049,0.05,147,1.55,,
23.92,155101,6328,1049,0.05,147,1.54,,
23.47,155195,6332,1050,0.05,147,1.47,,
23.36,155269,6336,1051,0.05,147,1.49,,
23.25,155352,6340,1051,0.05,147,1.49,,
23.38,155462,6344,1052,0.05,147,1.53,,
23.61,155573,6348,1053,0.05,147,1.55,,
23.74,155669,6352,1054,0.05,147,1.6,,
24.07,155779,6356,1055,0.05,147,1.57,,
24.27,155883,6360,1056,0.05,147,1.58,,
24.24,155984,6364,1056,0.05,147,1.58,,
23.98,156053,6368,1057,0.05,147,1.57,,
23.93,156131,6372,1057,0.05,147,1.56,,
23.82,156215,6376,1058,0.05,147,1.57,,
23.86,156313,6380,1059,0.05,147,1.56,,
23.61,156372,6384,1059,0.05,147,1.54,,
23.54,156460,6388,1059,0.05,147,1.53,,
23.28,156558,6392,1060,0.05,147,1.49,,
23.27,156638,6396,1061,0.05,147,1.49,,
22.97,156727,6400,1061,0.05,147,1.47,,
23.15,156827,6404,1062,0.05,147,1.48,,
23.22,156924,6408,1062,0.05,147,1.51,,
23.36,157024,6412,1063,0.05,147,1.52,,
23.26,157158,6416,1064,0.05,147,1.48,,
23.84,157303,6420,1065,0.05,147,1.53,,
23.69,157375,6424,1065,0.05,147,1.51,,
23.61,157462,6428,1066,0.05,147,1.51,,
23.4,157535,6432,1066,0.05,147,1.51,,
24.01,157670,6436,1067,0.05,147,1.53,,
24.01,157753,6440,1068,0.05,147,1.52,,
23.84,157846,6444,1069,0.05,147,1.47,,
23.66,157939,6448,1070,0.05,147,1.4,,
23.57,158026,6452,1070,0.05,147,1.35,,
23.21,158100,6456,1071,0.05,147,1.32,,
22.91,158174,6460,1071,0.05,147,1.31,,
22.67,158251,6464,1072,0.05,147,1.29,,
22.93,158346,6468,1073,0.05,147,1.34,,
22.66,158397,6472,1073,0.05,147,1.3,,
23.11,158526,6476,1074,0.05,147,1.31,,
22.73,158586,6480,1074,0.05,147,1.29,,
22.68,158640,6484,1074,0.05,147,1.29,,
23.37,158797,6488,1075,0.05,147,1.37,,
23.22,158880,6492,1076,0.05,147,1.31,,
23.65,159003,6496,1077,0.05,147,1.36,,
23.67,159094,6500,1077,0.05,147,1.36,,
23.54,159181,6504,1078,0.05,147,1.39,,
23.4,159264,6508,1078,0.05,147,1.36,,
23.3,159354,6512,1079,0.05,147,1.35,,
22.75,159433,6516,1079,0.05,147,1.33,,
22.03,159506,6520,1080,0.05,147,1.26,,
22.41,159616,6524,1080,0.05,147,1.31,,
22.32,159694,6528,1081,0.05,147,1.33,,
22.4,159775,6532,1082,0.05,147,1.34,,
21.88,159858,6536,1082,0.05,147,1.29,,
22.17,159970,6540,1083,0.05,147,1.33,,
22.26,160072,6544,1085,0.05,147,1.32,,
21.92,160131,6548,1085,0.05,147,1.31,,
21.79,160205,6552,1086,0.05,147,1.29,,
21.72,160272,6556,1086,0.05,147,1.29,,
21.56,160330,6560,1087,0.05,147,1.25,,
21.65,160416,6564,1087,0.05,147,1.27,,
21.5,160496,6568,1088,0.05,147,1.25,,
21.65,160562,6572,1088,0.05,147,1.27,,
21.21,160647,6576,1089,0.05,147,1.25,,
21.67,160753,6580,1089,0.05,147,1.31,,
21.78,160818,6584,1090,0.05,147,1.33,,
21.06,160903,6588,1090,0.05,147,1.26,,
20.89,160969,6592,1091,0.05,147,1.24,,
20.25,161028,6596,1091,0.05,147,1.16,,
20.12,161106,6600,1092,0.05,147,1.16,,
20.05,161186,6604,1092,0.05,147,1.11,,
20.13,161277,6608,1093,0.05,147,1.12,,
19.66,161320,6612,1093,0.05,147,1.07,,
19.77,161410,6616,1094,0.05,147,1.09,,
19.88,161494,6620,1094,0.05,147,1.11,,
19.29,161545,6624,1095,0.05,147,1.05,,
19.1,161604,6628,1095,0.05,147,0.99,,
19.09,161684,6632,1095,0.05,147,1.0,,
19.06,161764,6636,1096,0.05,147,1.01,,
18.45,161815,6640,1097,0.05,147,0.94,,
18.23,161895,6644,1098,0.05,147,0.93,,
18.58,161989,6648,1099,0.05,147,0.97,,
19.03,162108,6652,1100,0.05,147,1.02,,
19.25,162197,6656,1100,0.05,147,1.01,,
19.42,162272,6660,1101,0.05,147,1.05,,
19.34,162350,6664,1101,0.05,147,1.03,,
19.37,162433,6668,1102,0.05,147,1.0,,
19.51,162513,6672,1102,0.05,147,1.03,,
19.63,162610,6676,1103,0.05,147,1.04,,
19.5,162703,6680,1103,0.05,147,1.01,,
19.67,162785,6684,1104,0.05,147,1.01,,
19.67,162870,6688,1105,0.05,147,0.99,,
20.32,163001,6692,1105,0.05,147,1.07,,
21.35,163163,6696,1106,0.05,147,1.16,,
21.64,163270,6700,1107,0.05,147,1.21,,
21.53,163339,6704,1107,0.05,147,1.22,,
21.54,163431,6708,1108,0.05,147,1.23,,
21.74,163494,6712,1108,0.05,147,1.24,,
22.23,163633,6716,1109,0.05,147,1.29,,
22.3,163724,6720,1110,0.05,147,1.29,,
22.75,163820,6724,1111,0.05,147,1.34,,
22.98,163902,6728,1111,0.05,147,1.39,,
23.32,164016,6732,1112,0.05,147,1.39,,
23.23,164087,6736,1113,0.05,147,1.35,,
23.73,164188,6740,1114,0.05,147,1.38,,
24.54,164349,6744,1115,0.05,147,1.49,,
24.4,164429,6748,1116,0.05,147,1.45,,
24.16,164524,6752,1116,0.05,147,1.43,,
24.32,164629,6756,1117,0.05,147,1.47,,
24.62,164734,6760,1118,0.05,147,1.49,,
24.86,164836,6764,1118,0.05,147,1.51,,
25.07,164940,6768,1119,0.05,147,1.52,,
25.47,165060,6772,1120,0.05,147,1.53,,
25.44,165154,6776,1120,0.05,147,1.54,,
25.44,165247,6780,1121,0.05,147,1.54,,
25.4,165325,6784,1121,0.05,147,1.56,,
25.43,165413,6788,1122,0.05,147,1.59,,
25.2,165521,6792,1123,0.05,147,1.57,,
24.56,165619,6796,1123,0.05,147,1.55,,
24.44,165714,6800,1124,0.05,147,1.49,,
24.68,165807,6804,1124,0.05,147,1.52,,
24.82,165913,6808,1125,0.05,147,1.53,,
25.11,166005,6812,1126,0.05,147,1.59,,
24.71,166104,6816,1127,0.05,147,1.54,,
24.76,166200,6820,1128,0.05,147,1.54,,
24.74,166294,6824,1129,0.05,147,1.52,,
25.34,166436,6828,1130,0.05,147,1.57,,
25.02,166518,6832,1130,0.05,147,1.53,,
25.28,166615,6836,1131,0.05,147,1.6,,
25.21,166709,6840,1131,0.05,147,1.64,,
24.71,166820,6844,1132,0.05,147,1.54,,
25.02,166931,6848,1133,0.05,147,1.63,,
25.08,167032,6852,1133,0.05,147,1.65,,
25.13,167142,6856,1134,0.05,147,1.72,,
25.08,167242,6860,1135,0.05,147,1.71,,
24.9,167326,6864,1135,0.05,147,1.69,,
24.88,167428,6868,1136,0.05,147,1.71,,
24.88,167548,6872,1137,0.05,147,1.74,,
24.97,167651,6876,1137,0.05,147,1.75,,
24.96,167743,6880,1138,0.05,147,1.73,,
25.13,167838,6884,1138,0.05,147,1.71,,
24.99,167912,6888,1139,0.05,147,1.68,,
24.7,167991,6892,1139,0.05,147,1.65,,
24.52,168071,6896,1140,0.05,147,1.58,,
24.75,168189,6900,1141,0.05,147,1.65,,
24.66,168273,6904,1142,0.05,147,1.65,,
24.5,168363,6908,1143,0.05,147,1.64,,
24.38,168443,6912,1144,0.05,147,1.6,,
24.25,168529,6916,1144,0.05,147,1.58,,
24.23,168623,6920,1145,0.05,147,1.59,,
24.7,168764,6924,1146,0.05,147,1.63,,
24.34,168870,6928,1146,0.05,147,1.59,,
24.62,168980,6932,1147,0.05,147,1.65,,
24.8,169095,6936,1148,0.05,147,1.63,,
24.8,169189,6940,1148,0.05,147,1.62,,
24.48,169268,6944,1149,0.05,147,1.63,,
24.55,169386,6948,1149,0.05,147,1.6,,
24.45,169477,6952,1150,0.05,147,1.59,,
24.56,169598,6956,1151,0.05,147,1.55,,
24.78,169720,6960,1151,0.05,147,1.56,,
24.9,169816,6964,1152,0.05,147,1.57,,
24.85,169913,6968,1153,0.05,147,1.6,,
24.55,170003,6972,1153,0.05,147,1.56,,
24.71,170122,6976,1154,0.05,147,1.61,,
24.48,170191,6980,1155,0.05,147,1.61,,
25.01,170339,6984,1156,0.05,147,1.67,,
25.66,170478,6988,1157,0.05,147,1.71,,
26.32,170623,6992,1159,0.05,147,1.73,,
26.75,170746,6996,1159,0.05,147,1.83,,
26.31,170820,7000,1160,0.05,147,1.74,,
26.52,170925,7004,1161,0.05,147,1.76,,
26.27,170990,7008,1161,0.05,147,1.72,,
26.17,171060,7012,1161,0.05,147,1.72,,
26.83,171212,7016,1162,0.05,147,1.8,,
26.77,171300,7020,1163,0.05,147,1.81,,
26.14,171378,7024,1163,0.05,147,1.78,,
25.81,171451,7028,1164,0.05,147,1.74,,
26.4,171620,7032,1165,0.05,147,1.79,,
26.04,171699,7036,1165,0.05,147,1.78,,
26.05,171794,7040,1166,0.05,147,1.74,,
26.34,171902,7044,1167,0.05,147,1.75,,
26.15,172001,7048,1167,0.05,147,1.73,,
26.0,172077,7052,1168,0.05,147,1.71,,
25.66,172164,7056,1168,0.05,147,1.69,,
25.41,172261,7060,1169,0.05,147,1.67,,
25.22,172338,7064,1170,0.05,147,1.65,,
25.2,172433,7068,1171,0.05,147,1.63,,
25.16,172519,7072,1171,0.05,147,1.64,,
25.0,172622,7076,1172,0.05,147,1.56,,
25.42,172733,7080,1173,0.05,147,1.61,,
25.03,172842,7084,1174,0.05,147,1.58,,
25.12,172990,7088,1175,0.05,147,1.67,,
25.39,173162,7092,1176,0.05,147,1.73,,
25.01,173247,7096,1176,0.05,147,1.67,,
25.17,173337,7100,1177,0.05,147,1.7,,
25.02,173427,7104,1178,0.05,147,1.69,,
25.37,173527,7108,1178,0.05,147,1.75,,
25.66,173626,7112,1179,0.05,147,1.81,,
25.07,173719,7116,1179,0.05,147,1.76,,
25.03,173803,7120,1180,0.05,147,1.74,,
25.08,173886,7124,1180,0.05,147,1.72,,
25.16,173967,7128,1181,0.05,147,1.74,,
24.22,174042,7132,1181,0.05,147,1.64,,
24.12,174111,7136,1182,0.05,147,1.6,,
24.46,174240,7140,1183,0.05,147,1.66,,
24.25,174327,7144,1183,0.05,147,1.64,,
24.81,174482,7148,1185,0.05,147,1.78,,
24.82,174559,7152,1185,0.05,147,1.77,,
24.8,174644,7156,1186,0.05,147,1.74,,
24.8,174741,7160,1187,0.05,147,1.77,,
24.92,174830,7164,1188,0.05,147,1.79,,
25.23,174956,7168,1189,0.05,147,1.88,,
,175000,,,0.05,,,1.75,25.25
25.54,175073,7172,1190,0.05,147,1.92,,
25.42,175164,7176,1190,0.05,147,1.91,,
25.14,175247,7180,1191,0.05,147,1.87,,
24.55,175297,7184,1191,0.05,147,1.8,,
23.81,175371,7188,1192,0.05,147,1.67,,
23.18,175480,7192,1192,0.05,147,1.6,,
23.07,175554,7196,1193,0.05,147,1.58,,
23.23,175660,7200,1193,0.05,147,1.59,,
23.28,175755,7204,1194,0.05,147,1.59,,
23.24,175851,7208,1195,0.05,147,1.54,,
22.9,175916,7212,1195,0.05,147,1.47,,
23.01,176020,7216,1196,0.05,147,1.47,,
23.25,176128,7220,1196,0.05,147,1.51,,
23.47,176233,7224,1197,0.05,147,1.54,,
23.6,176327,7228,1198,0.05,147,1.57,,
23.94,176436,7232,1199,0.05,147,1.62,,
24.27,176538,7236,1200,0.05,147,1.68,,
23.79,176619,7240,1200,0.05,147,1.64,,
23.59,176686,7244,1201,0.05,147,1.63,,
23.04,176786,7248,1202,0.05,147,1.51,,
23.37,176896,7252,1203,0.05,147,1.55,,
23.43,176987,7256,1203,0.05,147,1.54,,
23.83,177124,7260,1204,0.05,147,1.57,,
23.93,177223,7264,1205,0.05,147,1.6,,
23.65,177321,7268,1205,0.05,147,1.53,,
23.36,177409,7272,1206,0.05,147,1.48,,
23.31,177495,7276,1206,0.05,147,1.52,,
23.51,177598,7280,1207,0.05,147,1.56,,
23.75,177672,7284,1207,0.05,147,1.6,,
23.93,177764,7288,1208,0.05,147,1.62,,
23.99,177879,7292,1209,0.05,147,1.66,,
24.12,177966,7296,1209,0.05,147,1.68,,
23.96,178056,7300,1210,0.05,147,1.67,,
23.93,178148,7304,1210,0.05,147,1.69,,
24.07,178258,7308,1211,0.05,147,1.73,,
24.44,178360,7312,1211,0.05,147,1.79,,
24.28,178448,7316,1212,0.05,147,1.77,,
24.18,178546,7320,1213,0.05,147,1.78,,
23.99,178632,7324,1214,0.05,147,1.75,,
24.28,178755,7328,1215,0.05,147,1.77,,
24.31,178867,7332,1216,0.05,147,1.74,,
24.1,178948,7336,1216,0.05,147,1.7,,
24.03,179022,7340,1217,0.05,147,1.71,,
24.25,179111,7344,1218,0.05,147,1.76,,
24.12,179198,7348,1218,0.05,147,1.76,,
23.97,179293,7352,1219,0.05,147,1.72,,
24.05,179392,7356,1219,0.05,147,1.77,,
23.57,179481,7360,1220,0.05,147,1.72,,
23.64,179587,7364,1220,0.05,147,1.71,,
23.5,179671,7368,1221,0.05,147,1.67,,
23.5,179759,7372,1221,0.05,147,1.69,,
23.93,179888,7376,1222,0.05,147,1.7,,
23.76,179974,7380,1223,0.05,147,1.68,,
23.95,180067,7384,1223,0.05,147,1.69,,
23.95,180159,7388,1224,0.05,147,1.69,,
23.74,180253,7392,1225,0.05,147,1.64,,
23.89,180355,7396,1225,0.05,147,1.69,,
23.94,180450,7400,1226,0.05,147,1.69,,
23.93,180541,7404,1227,0.05,147,1.67,,
23.7,180628,7408,1227,0.05,147,1.64,,
23.58,180718,7412,1228,0.05,147,1.62,,
23.57,180805,7416,1229,0.05,147,1.63,,
23.96,180942,7420,1230,0.05,147,1.63,,
23.97,181029,7424,1231,0.05,147,1.65,,
23.62,181117,7428,1231,0.05,147,1.59,,
23.51,181218,7432,1232,0.05,147,1.61,,
23.67,181315,7436,1233,0.05,147,1.67,,
23.68,181390,7440,1233,0.05,147,1.66,,
23.61,181472,7444,1234,0.05,147,1.62,,
23.43,181541,7448,1234,0.05,147,1.59,,
23.99,181692,7452,1235,0.05,147,1.64,,
23.85,181777,7456,1236,0.05,147,1.63,,
23.82,181863,7460,1236,0.05,147,1.63,,
23.75,181962,7464,1237,0.05,147,1.61,,
23.67,182038,7468,1237,0.05,147,1.61,,
23.61,182120,7472,1238,0.05,147,1.59,,
23.41,182229,7476,1238,0.05,147,1.59,,
23.24,182298,7480,1239,0.05,147,1.57,,
23.48,182415,7484,1240,0.05,147,1.62,,
23.56,182515,7488,1240,0.05,147,1.63,,
23.47,182600,7492,1241,0.05,147,1.62,,
23.18,182673,7496,1242,0.05,147,1.53,,
23.05,182755,7500,1242,0.05,147,1.51,,
23.02,182843,7504,1243,0.05,147,1.48,,
22.75,182903,7508,1244,0.05,146,1.45,,
22.59,182977,7512,1245,0.05,146,1.41,,
22.48,183053,7516,1245,0.05,146,1.38,,
21.84,183126,7520,1245,0.05,146,1.33,,
21.84,183213,7524,1246,0.05,146,1.33,,
22.03,183320,7528,1247,0.05,146,1.32,,
21.77,183395,7532,1247,0.05,146,1.31,,
22.01,183516,7536,1248,0.05,147,1.33,,
22.07,183597,7540,1248,0.05,147,1.34,,
22.15,183687,7544,1249,0.05,147,1.37,,
22.02,183743,7548,1249,0.05,147,1.33,,
21.16,183808,7552,1250,0.05,147,1.26,,
21.6,183937,7556,1251,0.05,147,1.28,,
22.14,184077,7560,1251,0.05,147,1.3,,
22.04,184166,7564,1252,0.05,147,1.28,,
22.02,184240,7568,1252,0.05,147,1.26,,
22.19,184339,7572,1253,0.05,147,1.29,,
21.87,184416,7576,1253,0.05,147,1.24,,
21.85,184483,7580,1254,0.05,147,1.24,,
22.01,184616,7584,1255,0.05,147,1.23,,
22.17,184732,7588,1256,0.05,147,1.25,,
22.18,184818,7592,1257,0.05,146,1.28,,
22.35,184908,7596,1258,0.05,146,1.34,,
22.38,184993,7600,1259,0.05,146,1.35,,
22.75,185118,7604,1259,0.05,146,1.4,,
22.85,185188,7608,1260,0.05,146,1.41,,
22.86,185263,7612,1260,0.05,146,1.4,,
23.22,185375,7616,1261,0.05,146,1.43,,
23.25,185451,7620,1262,0.05,146,1.41,,
23.66,185579,7624,1262,0.05,146,1.47,,
23.54,185674,7628,1263,0.05,146,1.51,,
23.66,185761,7632,1264,0.05,146,1.49,,
23.38,185854,7636,1264,0.05,146,1.44,,
23.49,185946,7640,1265,0.05,146,1.46,,
23.99,186086,7644,1265,0.05,146,1.54,,
24.65,186208,7648,1266,0.05,146,1.65,,
25.19,186327,7652,1267,0.05,147,1.7,,
24.78,186415,7656,1267,0.05,147,1.67,,
24.43,186520,7660,1268,0.05,147,1.66,,
24.38,186604,7664,1269,0.05,147,1.67,,
24.69,186709,7668,1269,0.05,147,1.72,,
24.82,186821,7672,1270,0.05,146,1.75,,
24.99,186915,7676,1271,0.05,146,1.78,,
25.11,186994,7680,1272,0.05,146,1.79,,
24.59,187075,7684,1273,0.05,146,1.75,,
24.57,187189,7688,1274,0.05,146,1.78,,
25.14,187332,7692,1275,0.05,146,1.81,,
25.26,187434,7696,1275,0.05,146,1.81,,
25.35,187528,7700,1276,0.05,146,1.83,,
25.05,187623,7704,1276,0.05,146,1.8,,
25.21,187709,7708,1277,0.05,146,1.82,,
25.28,187791,7712,1277,0.05,146,1.87,,
25.19,187894,7716,1278,0.05,146,1.89,,
25.68,188019,7720,1279,0.05,146,1.94,,
25.45,188124,7724,1279,0.05,146,1.92,,
25.94,188268,7728,1280,0.05,146,1.94,,
26.15,188376,7732,1281,0.05,147,1.98,,
26.12,188466,7736,1281,0.05,147,1.98,,
26.39,188585,7740,1282,0.05,147,1.98,,
25.88,188674,7744,1283,0.05,147,1.91,,
25.51,188759,7748,1283,0.05,147,1.86,,
25.21,188848,7752,1284,0.05,147,1.85,,
25.21,188936,7756,1285,0.05,147,1.82,,
25.39,189059,7760,1286,0.05,146,1.85,,
25.25,189129,7764,1286,0.05,146,1.85,,
25.05,189214,7768,1287,0.05,146,1.83,,
24.73,189294,7772,1288,0.05,146,1.75,,
24.52,189367,7776,1289,0.05,146,1.73,,
24.94,189488,7780,1289,0.05,146,1.78,,
24.86,189561,7784,1290,0.05,146,1.75,,
24.59,189648,7788,1290,0.05,146,1.67,,
23.73,189705,7792,1291,0.05,146,1.58,,
23.45,189779,7796,1291,0.05,146,1.56,,
23.66,189894,7800,1292,0.05,146,1.59,,
23.65,189988,7804,1292,0.05,146,1.59,,
23.65,190074,7808,1293,0.05,146,1.59,,
23.76,190167,7812,1294,0.05,146,1.6,,
23.32,190226,7816,1294,0.05,146,1.52,,
22.86,190305,7820,1295,0.05,146,1.49,,
22.66,190390,7824,1295,0.05,146,1.45,,
22.18,190486,7828,1296,0.05,146,1.44,,
22.32,190608,7832,1296,0.05,146,1.46,,
22.35,190701,7836,1297,0.05,146,1.47,,
22.11,190796,7840,1298,0.05,146,1.47,,
22.21,190895,7844,1298,0.05,146,1.49,,
22.15,190974,7848,1299,0.05,146,1.46,,
22.42,191090,7852,1300,0.05,146,1.49,,
22.1,191146,7856,1301,0.05,146,1.46,,
22.27,191286,7860,1302,0.05,146,1.46,,
23.14,191443,7864,1303,0.05,146,1.53,,
23.95,191609,7868,1304,0.05,146,1.58,,
24.27,191721,7872,1305,0.05,146,1.63,,
24.35,191802,7876,1305,0.05,146,1.65,,
24.11,191899,7880,1306,0.05,146,1.59,,
24.54,192015,7884,1307,0.05,146,1.65,,
24.49,192097,7888,1307,0.05,146,1.65,,
24.54,192159,7892,1308,0.05,146,1.69,,
24.58,192237,7896,1308,0.05,146,1.7,,
24.23,192317,7900,1309,0.05,146,1.63,,
24.37,192425,7904,1309,0.05,146,1.67,,
24.43,192517,7908,1310,0.05,146,1.67,,
24.23,192590,7912,1310,0.05,146,1.63,,
24.37,192663,7916,1311,0.05,146,1.65,,
24.55,192760,7920,1311,0.05,146,1.67,,
24.39,192829,7924,1312,0.05,146,1.65,,
24.15,192901,7928,1312,0.05,146,1.61,,
23.93,193001,7932,1313,0.05,146,1.57,,
23.87,193088,7936,1313,0.05,146,1.55,,
23.59,193155,7940,1314,0.05,146,1.49,,
23.39,193234,7944,1315,0.05,146,1.41,,
24.09,193383,7948,1316,0.05,146,1.54,,
23.84,193474,7952,1317,0.05,146,1.51,,
24.38,193584,7956,1318,0.05,146,1.6,,
23.89,193675,7960,1319,0.05,146,1.55,,
23.18,193761,7964,1319,0.05,146,1.48,,
22.35,193844,7968,1320,0.05,146,1.41,,
22.43,193964,7972,1320,0.05,146,1.4,,
22.45,194047,7976,1321,0.05,146,1.38,,
22.64,194163,7980,1322,0.05,146,1.43,,
22.66,194281,7984,1322,0.05,146,1.4,,
23.04,194401,7988,1323,0.05,146,1.44,,
23.47,194506,7992,1324,0.05,146,1.44,,
23.71,194608,7996,1324,0.05,146,1.48,,
23.77,194694,8000,1325,0.05,146,1.49,,
23.36,194761,8004,1325,0.05,146,1.41,,
23.68,194885,8008,1326,0.05,146,1.42,,
23.96,194986,8012,1327,0.05,146,1.45,,
24.03,195066,8016,1327,0.05,146,1.46,,
24.12,195172,8020,1328,0.05,146,1.44,,
24.84,195313,8024,1329,0.05,146,1.52,,
25.38,195439,8028,1330,0.05,146,1.57,,
25.42,195543,8032,1331,0.05,146,1.62,,
25.75,195663,8036,1332,0.05,146,1.69,,
26.55,195810,8040,1333,0.05,146,1.79,,
26.74,195908,8044,1334,0.05,146,1.85,,
26.01,195984,8048,1334,0.05,146,1.73,,
26.06,196080,8052,1335,0.05,146,1.73,,
26.06,196190,8056,1336,0.05,146,1.71,,
25.83,196258,8060,1336,0.05,146,1.7,,
26.18,196379,8064,1337,0.05,146,1.73,,
26.95,196539,8068,1338,0.05,146,1.84,,
26.42,196606,8072,1338,0.05,146,1.81,,
26.62,196709,8076,1339,0.05,146,1.83,,
26.38,196801,8080,1339,0.05,146,1.79,,
25.89,196870,8084,1340,0.05,146,1.75,,
25.71,196972,8088,1340,0.05,146,1.73,,
25.56,197062,8092,1341,0.05,146,1.75,,
25.38,197146,8096,1341,0.05,146,1.71,,
25.49,197243,8100,1342,0.05,146,1.78,,
25.67,197328,8104,1343,0.05,146,1.81,,
25.23,197408,8108,1343,0.05,146,1.8,,
24.96,197482,8112,1344,0.05,146,1.77,,
24.93,197559,8116,1345,0.05,146,1.78,,
25.0,197672,8120,1346,0.05,146,1.83,,
24.61,197774,8124,1347,0.05,146,1.75,,
24.04,197843,8128,1347,0.05,146,1.69,,
23.6,197903,8132,1348,0.05,146,1.62,,
23.98,198061,8136,1349,0.05,146,1.66,,
23.13,198123,8140,1349,0.05,146,1.55,,
22.81,198189,8144,1349,0.05,146,1.47,,
22.76,198260,8148,1350,0.05,146,1.49,,
22.65,198345,8152,1350,0.05,146,1.5,,
23.15,198505,8156,1351,0.05,146,1.58,,
23.09,198567,8160,1352,0.05,146,1.55,,
22.64,198643,8164,1352,0.05,146,1.51,,
21.8,198719,8168,1353,0.05,146,1.41,,
21.8,198786,8172,1353,0.05,146,1.41,,
21.46,198855,8176,1354,0.05,146,1.36,,
21.33,198934,8180,1354,0.05,146,1.34,,
21.92,199062,8184,1355,0.05,146,1.4,,
21.72,199144,8188,1355,0.05,146,1.37,,
21.58,199220,8192,1356,0.05,146,1.34,,
21.66,199312,8196,1357,0.05,146,1.37,,
21.76,199419,8200,1357,0.05,146,1.32,,
21.5,199478,8204,1358,0.05,146,1.3,,
21.45,199553,8208,1359,0.05,146,1.27,,
21.53,199635,8212,1359,0.05,146,1.29,,
21.34,199693,8216,1360,0.05,146,1.26,,
20.96,199768,8220,1361,0.05,146,1.21,,
20.56,199830,8224,1361,0.05,146,1.2,,
20.72,199915,8228,1362,0.05,146,1.23,,
,200000,,,0.05,,,1.75,20.5
20.97,200000,8232,1363,0.05,146,1.23,,
