rollout/ep_len_mean,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,time/fps,eval/mean_ep_length,eval/mean_reward
23.78,0.0,1.14,2012,538,53517,99,,
23.75,0.0,1.12,2016,539,53613,99,,
23.91,0.0,1.13,2020,540,53691,99,,
23.57,0.0,1.1,2024,541,53786,99,,
23.61,0.0,1.09,2028,542,53862,99,,
23.62,0.0,1.05,2032,543,53966,99,,
22.68,0.0,0.98,2036,544,54022,99,,
22.61,0.0,0.96,2040,545,54110,99,,
22.72,0.0,0.99,2044,546,54197,99,,
22.58,0.0,0.99,2048,547,54266,99,,
22.25,0.0,0.97,2052,547,54368,99,,
21.29,0.0,0.86,2056,548,54427,99,,
21.45,0.0,0.86,2060,549,54511,99,,
21.55,0.0,0.89,2064,550,54616,99,,
21.22,0.0,0.85,2068,550,54689,99,,
21.3,0.0,0.85,2072,551,54758,99,,
21.39,0.0,0.86,2076,552,54854,99,,
21.76,0.0,0.86,2080,553,54967,99,,
21.96,0.0,0.85,2084,554,55057,99,,
21.89,0.0,0.83,2088,555,55181,99,,
21.48,0.0,0.8,2092,556,55259,99,,
21.31,0.0,0.77,2096,557,55318,99,,
21.23,0.0,0.79,2100,557,55381,99,,
20.98,0.0,0.76,2104,558,55453,99,,
20.97,0.0,0.79,2108,560,55543,99,,
21.5,0.0,0.88,2112,561,55667,99,,
21.28,0.0,0.87,2116,562,55741,99,,
21.38,0.0,0.9,2120,563,55829,99,,
21.02,0.0,0.88,2124,563,55888,99,,
20.97,0.0,0.87,2128,564,55959,99,,
21.27,0.0,0.88,2132,565,56093,99,,
21.62,0.0,0.9,2136,566,56184,99,,
21.44,0.0,0.9,2140,567,56254,99,,
21.23,0.0,0.86,2144,567,56320,99,,
21.11,0.0,0.85,2148,568,56377,99,,
20.9,0.0,0.8,2152,569,56458,99,,
20.96,0.0,0.83,2156,569,56523,99,,
20.85,0.0,0.82,2160,570,56596,99,,
20.85,0.0,0.79,2164,571,56701,99,,
20.91,0.0,0.79,2168,572,56780,99,,
21.6,0.0,0.85,2172,574,56918,99,,
21.67,0.0,0.87,2176,575,57021,99,,
21.46,0.0,0.92,2180,576,57113,99,,
21.53,0.0,0.95,2184,577,57210,99,,
21.6,0.0,0.97,2188,578,57341,99,,
21.65,0.0,0.97,2192,579,57424,99,,
21.97,0.0,1.03,2196,580,57515,99,,
22.0,0.0,1.02,2200,580,57581,99,,
21.94,0.0,1.01,2204,581,57647,99,,
22.06,0.0,1.02,2208,582,57749,99,,
21.84,0.0,0.99,2212,583,57851,99,,
22.06,0.0,1.02,2216,584,57947,99,,
22.12,0.0,1.0,2220,585,58041,99,,
22.46,0.0,1.03,2224,585,58134,99,,
22.62,0.0,1.05,2228,586,58221,99,,
21.89,0.0,1.0,2232,587,58282,99,,
22.27,0.0,1.02,2236,589,58411,99,,
22.53,0.0,1.07,2240,590,58507,99,,
22.62,0.0,1.12,2244,591,58582,99,,
23.01,0.0,1.16,2248,592,58678,99,,
22.91,0.0,1.18,2252,593,58749,99,,
22.92,0.0,1.17,2256,593,58815,99,,
23.0,0.0,1.21,2260,594,58896,99,,
22.84,0.0,1.23,2264,595,58985,99,,
22.95,0.0,1.25,2268,596,59075,99,,
22.58,0.0,1.2,2272,597,59176,99,,
22.53,0.0,1.19,2276,598,59274,99,,
22.44,0.0,1.16,2280,598,59357,99,,
22.23,0.0,1.16,2284,599,59433,99,,
22.06,0.0,1.15,2288,600,59547,99,,
22.12,0.0,1.17,2292,601,59636,99,,
22.26,0.0,1.16,2296,602,59741,99,,
22.45,0.0,1.16,2300,604,59826,99,,
22.98,0.0,1.24,2304,605,59945,98,,
22.7,0.0,1.18,2308,606,60019,98,,
22.36,0.0,1.11,2312,607,60087,98,,
22.43,0.0,1.14,2316,608,60190,98,,
22.48,0.0,1.17,2320,609,60289,98,,
22.44,0.0,1.2,2324,610,60378,98,,
22.35,0.0,1.18,2328,610,60456,98,,
22.58,0.0,1.21,2332,611,60540,98,,
22.13,0.0,1.2,2336,612,60624,98,,
21.93,0.0,1.16,2340,613,60700,98,,
22.74,0.0,1.21,2344,614,60856,99,,
23.1,0.0,1.22,2348,615,60988,99,,
23.19,0.0,1.21,2352,616,61068,99,,
23.42,0.0,1.21,2356,617,61157,98,,
23.5,0.0,1.19,2360,618,61246,98,,
23.4,0.0,1.16,2364,620,61325,98,,
23.24,0.0,1.12,2368,621,61399,98,,
22.89,0.0,1.11,2372,621,61465,98,,
22.9,0.0,1.09,2376,622,61564,98,,
22.87,0.0,1.09,2380,623,61644,98,,
22.79,0.0,1.06,2384,624,61712,98,,
22.44,0.0,1.02,2388,624,61791,98,,
22.73,0.0,1.04,2392,626,61909,98,,
22.66,0.0,1.02,2396,626,62007,98,,
22.82,0.0,1.03,2400,627,62108,98,,
22.51,0.0,1.0,2404,628,62196,98,,
22.5,0.0,1.02,2408,629,62269,98,,
22.9,0.0,1.07,2412,630,62377,98,,
22.46,0.0,1.0,2416,630,62436,98,,
22.65,0.0,1.02,2420,632,62554,98,,
22.49,0.0,0.95,2424,633,62627,98,,
22.48,0.0,0.99,2428,634,62704,98,,
23.15,0.0,1.07,2432,636,62855,98,,
23.49,0.0,1.1,2436,637,62973,98,,
23.64,0.0,1.13,2440,638,63064,98,,
23.23,0.0,1.12,2444,639,63179,98,,
22.62,0.0,1.07,2448,640,63250,98,,
22.82,0.0,1.1,2452,640,63350,98,,
22.9,0.0,1.15,2456,641,63447,98,,
23.03,0.0,1.17,2460,642,63549,98,,
23.28,0.0,1.2,2464,643,63653,98,,
23.48,0.0,1.24,2468,644,63747,98,,
23.83,0.0,1.28,2472,645,63848,98,,
23.59,0.0,1.26,2476,646,63923,98,,
23.58,0.0,1.25,2480,646,64002,98,,
24.13,0.0,1.33,2484,648,64125,98,,
24.11,0.0,1.33,2488,649,64202,98,,
23.89,0.0,1.34,2492,650,64298,98,,
23.89,0.0,1.34,2496,651,64396,98,,
23.73,0.0,1.33,2500,652,64481,98,,
23.73,0.0,1.33,2504,653,64569,98,,
24.09,0.0,1.37,2508,654,64678,98,,
24.53,0.0,1.42,2512,655,64830,98,,
24.9,0.0,1.45,2516,656,64926,98,,
24.47,0.0,1.38,2520,657,65001,98,,
25.17,0.0,1.45,2524,658,65144,98,,
25.03,0.0,1.41,2528,659,65207,98,,
24.21,0.0,1.28,2532,659,65276,98,,
23.92,0.0,1.24,2536,661,65365,98,,
24.35,0.0,1.27,2540,662,65499,98,,
24.17,0.0,1.23,2544,664,65596,98,,
24.85,0.0,1.29,2548,666,65735,98,,
24.71,0.0,1.28,2552,667,65821,98,,
24.6,0.0,1.24,2556,668,65907,98,,
24.29,0.0,1.19,2560,669,65978,98,,
24.24,0.0,1.21,2564,670,66077,98,,
24.1,0.0,1.2,2568,671,66157,98,,
24.03,0.0,1.18,2572,672,66251,98,,
24.23,0.0,1.22,2576,673,66346,98,,
24.45,0.0,1.26,2580,674,66447,98,,
24.05,0.0,1.2,2584,674,66530,98,,
23.9,0.0,1.19,2588,675,66592,98,,
23.91,0.0,1.17,2592,676,66689,98,,
23.91,0.0,1.2,2596,677,66787,98,,
24.19,0.0,1.27,2600,678,66900,98,,
24.11,0.0,1.25,2604,678,66980,98,,
24.08,0.0,1.24,2608,680,67086,98,,
23.84,0.0,1.24,2612,681,67214,98,,
23.65,0.0,1.24,2616,682,67291,98,,
24.17,0.0,1.31,2620,684,67418,98,,
23.27,0.0,1.24,2624,684,67471,98,,
23.87,0.0,1.3,2628,685,67594,98,,
24.1,0.0,1.34,2632,686,67686,98,,
24.59,0.0,1.4,2636,688,67824,98,,
24.23,0.0,1.38,2640,688,67922,98,,
24.01,0.0,1.39,2644,689,67997,98,,
23.55,0.0,1.37,2648,690,68090,98,,
23.44,0.0,1.37,2652,691,68165,98,,
23.17,0.0,1.35,2656,691,68224,98,,
23.21,0.0,1.37,2660,692,68299,98,,
23.73,0.0,1.36,2664,693,68450,98,,
23.91,0.0,1.38,2668,695,68548,98,,
24.88,0.0,1.47,2672,697,68739,98,,
24.63,0.0,1.43,2676,698,68809,98,,
24.39,0.0,1.41,2680,699,68886,98,,
24.29,0.0,1.38,2684,700,68959,98,,
24.31,0.0,1.37,2688,700,69023,98,,
23.97,0.0,1.33,2692,701,69086,98,,
23.95,0.0,1.29,2696,702,69182,98,,
23.86,0.0,1.26,2700,703,69286,98,,
24.74,0.0,1.4,2704,704,69454,98,,
24.7,0.0,1.42,2708,705,69556,98,,
24.55,0.0,1.39,2712,706,69669,98,,
25.13,0.0,1.42,2716,707,69804,98,,
24.56,0.0,1.37,2720,708,69874,98,,
24.73,0.0,1.39,2724,709,69944,98,,
24.63,0.0,1.4,2728,711,70057,98,,
25.06,0.0,1.46,2732,712,70192,98,,
24.55,0.0,1.42,2736,713,70279,98,,
24.71,0.0,1.44,2740,714,70393,98,,
24.76,0.0,1.43,2744,715,70473,98,,
25.17,0.0,1.48,2748,716,70607,98,,
25.54,0.0,1.5,2752,717,70719,98,,
25.67,0.0,1.5,2756,718,70791,98,,
25.93,0.0,1.52,2760,719,70892,98,,
25.2,0.0,1.47,2764,720,70970,98,,
25.08,0.0,1.43,2768,720,71056,98,,
24.17,0.0,1.34,2772,721,71156,98,,
24.78,0.0,1.42,2776,722,71287,98,,
24.94,0.0,1.39,2780,723,71380,98,,
25.21,0.0,1.46,2784,725,71480,98,,
25.36,0.0,1.49,2788,726,71559,98,,
25.96,0.0,1.54,2792,727,71682,98,,
26.05,0.0,1.58,2796,729,71787,98,,
25.92,0.0,1.54,2800,729,71878,98,,
25.2,0.0,1.41,2804,730,71974,98,,
25.01,0.0,1.37,2808,731,72057,98,,
24.76,0.0,1.35,2812,732,72145,98,,
24.32,0.0,1.31,2816,733,72236,98,,
24.9,0.0,1.37,2820,734,72364,98,,
25.34,0.0,1.41,2824,735,72478,98,,
25.36,0.0,1.38,2828,736,72593,98,,
25.39,0.0,1.36,2832,737,72731,98,,
26.06,0.0,1.44,2836,739,72885,98,,
25.8,0.0,1.39,2840,740,72973,98,,
25.77,0.0,1.37,2844,741,73050,98,,
25.24,0.0,1.3,2848,742,73131,98,,
25.01,0.0,1.28,2852,743,73220,98,,
25.29,0.0,1.33,2856,744,73320,98,,
25.36,0.0,1.33,2860,745,73428,98,,
25.74,0.0,1.4,2864,746,73544,98,,
25.8,0.0,1.4,2868,747,73636,98,,
25.42,0.0,1.36,2872,747,73698,98,,
25.18,0.0,1.34,2876,748,73805,98,,
25.7,0.0,1.45,2880,750,73950,98,,
25.62,0.0,1.43,2884,751,74042,98,,
25.8,0.0,1.46,2888,751,74139,98,,
26.19,0.0,1.47,2892,753,74301,98,,
26.13,0.0,1.5,2896,754,74400,98,,
26.57,0.0,1.54,2900,756,74535,98,,
26.4,0.0,1.53,2904,757,74614,98,,
26.3,0.0,1.53,2908,758,74687,98,,
26.55,0.0,1.56,2912,759,74800,98,,
26.57,0.0,1.58,2916,760,74893,98,,
26.32,0.0,1.55,2920,761,74996,98,,
,0.0,,,,75000,,44.25,3.5
26.39,0.0,1.57,2924,763,75117,98,,
26.23,0.0,1.58,2928,764,75216,98,,
25.83,0.0,1.57,2932,765,75314,98,,
25.1,0.0,1.46,2936,765,75395,98,,
24.98,0.0,1.46,2940,766,75471,98,,
25.38,0.0,1.51,2944,768,75588,98,,
25.52,0.0,1.55,2948,769,75683,98,,
25.5,0.0,1.54,2952,770,75770,98,,
25.5,0.0,1.54,2956,771,75870,98,,
25.19,0.0,1.52,2960,772,75947,98,,
25.12,0.0,1.52,2964,773,76056,98,,
25.07,0.0,1.54,2968,774,76143,98,,
25.51,0.0,1.57,2972,776,76249,98,,
25.25,0.0,1.56,2976,776,76330,98,,
24.96,0.0,1.5,2980,777,76446,98,,
24.76,0.0,1.46,2984,778,76518,98,,
24.71,0.0,1.44,2988,779,76610,98,,
23.86,0.0,1.38,2992,780,76687,98,,
23.88,0.0,1.34,2996,780,76788,98,,
23.86,0.0,1.35,3000,782,76921,98,,
23.7,0.0,1.34,3004,782,76984,98,,
24.02,0.0,1.35,3008,783,77089,98,,
23.92,0.0,1.35,3012,785,77192,98,,
23.64,0.0,1.31,3016,786,77257,98,,
23.99,0.0,1.35,3020,787,77395,98,,
23.96,0.0,1.33,3024,788,77513,98,,
23.69,0.0,1.3,3028,789,77585,98,,
24.02,0.0,1.32,3032,790,77716,98,,
24.26,0.0,1.37,3036,791,77821,98,,
24.61,0.0,1.37,3040,792,77932,98,,
24.27,0.0,1.34,3044,793,78015,98,,
24.24,0.0,1.3,3048,794,78107,98,,
24.24,0.0,1.3,3052,795,78194,98,,
24.38,0.0,1.33,3056,796,78308,98,,
24.51,0.0,1.33,3060,796,78398,98,,
24.24,0.0,1.3,3064,797,78480,98,,
24.46,0.0,1.34,3068,798,78589,98,,
24.37,0.0,1.38,3072,800,78686,98,,
24.52,0.0,1.39,3076,801,78782,98,,
24.59,0.0,1.41,3080,802,78905,98,,
25.49,0.0,1.49,3084,804,79067,98,,
25.51,0.0,1.5,3088,805,79161,98,,
26.25,0.0,1.61,3092,806,79312,98,,
26.54,0.0,1.63,3096,807,79442,98,,
25.99,0.0,1.6,3100,808,79520,98,,
26.49,0.0,1.66,3104,809,79633,98,,
26.81,0.0,1.75,3108,810,79770,98,,
26.54,0.0,1.71,3112,811,79846,98,,
26.85,0.0,1.75,3116,812,79942,98,,
26.35,0.0,1.69,3120,813,80030,98,,
26.26,0.0,1.73,3124,814,80139,98,,
26.53,0.0,1.76,3128,815,80238,98,,
26.34,0.0,1.77,3132,817,80350,98,,
26.5,0.0,1.78,3136,818,80471,98,,
26.43,0.0,1.8,3140,819,80575,98,,
26.73,0.0,1.81,3144,820,80688,98,,
26.79,0.0,1.82,3148,821,80786,98,,
26.87,0.0,1.84,3152,822,80881,98,,
26.57,0.0,1.78,3156,823,80965,98,,
26.77,0.0,1.79,3160,824,81075,98,,
26.61,0.0,1.75,3164,825,81141,98,,
26.47,0.0,1.71,3168,825,81236,98,,
26.1,0.0,1.63,3172,826,81296,98,,
26.44,0.0,1.63,3176,827,81426,98,,
26.29,0.0,1.63,3180,828,81534,98,,
25.59,0.0,1.59,3184,830,81626,98,,
25.25,0.0,1.54,3188,831,81686,98,,
24.34,0.0,1.42,3192,831,81746,98,,
24.17,0.0,1.44,3196,833,81859,98,,
24.28,0.0,1.44,3200,834,81948,98,,
24.31,0.0,1.44,3204,835,82064,98,,
23.97,0.0,1.35,3208,836,82167,98,,
24.64,0.0,1.42,3212,837,82310,98,,
24.82,0.0,1.45,3216,838,82424,98,,
25.09,0.0,1.5,3220,839,82539,98,,
25.28,0.0,1.49,3224,840,82667,98,,
24.91,0.0,1.44,3228,841,82729,98,,
24.74,0.0,1.39,3232,842,82824,98,,
24.25,0.0,1.32,3236,842,82896,98,,
24.25,0.0,1.33,3240,844,83000,98,,
23.94,0.0,1.32,3244,845,83082,98,,
23.8,0.0,1.32,3248,846,83166,98,,
24.24,0.0,1.36,3252,847,83305,98,,
24.1,0.0,1.35,3256,848,83375,98,,
24.37,0.0,1.39,3260,849,83512,98,,
24.56,0.0,1.42,3264,850,83597,98,,
24.53,0.0,1.42,3268,851,83689,98,,
24.7,0.0,1.45,3272,852,83766,98,,
24.53,0.0,1.44,3276,853,83879,98,,
24.14,0.0,1.4,3280,853,83948,98,,
24.4,0.0,1.45,3284,854,84066,98,,
24.96,0.0,1.47,3288,855,84182,98,,
25.29,0.0,1.5,3292,856,84275,98,,
25.11,0.0,1.46,3296,857,84370,98,,
25.19,0.0,1.48,3300,859,84467,98,,
24.82,0.0,1.42,3304,860,84546,98,,
25.01,0.0,1.47,3308,861,84668,98,,
24.33,0.0,1.37,3312,862,84743,98,,
24.22,0.0,1.34,3316,863,84846,98,,
24.02,0.0,1.29,3320,864,84941,98,,
23.96,0.0,1.27,3324,865,85063,98,,
24.31,0.0,1.33,3328,866,85160,98,,
24.16,0.0,1.3,3332,867,85240,98,,
24.4,0.0,1.35,3336,867,85336,98,,
24.13,0.0,1.3,3340,868,85413,98,,
24.31,0.0,1.3,3344,869,85513,98,,
24.18,0.0,1.29,3348,870,85584,98,,
23.9,0.0,1.26,3352,871,85695,98,,
23.98,0.0,1.29,3356,872,85773,98,,
23.92,0.0,1.27,3360,873,85904,98,,
23.97,0.0,1.26,3364,874,85994,98,,
23.94,0.0,1.27,3368,875,86083,98,,
24.12,0.0,1.32,3372,877,86178,98,,
23.63,0.0,1.27,3376,877,86242,98,,
24.11,0.0,1.25,3380,878,86359,98,,
24.07,0.0,1.22,3384,879,86473,98,,
24.06,0.0,1.28,3388,880,86588,98,,
23.97,0.0,1.28,3392,881,86672,98,,
23.92,0.0,1.26,3396,882,86762,98,,
23.92,0.0,1.24,3400,883,86859,98,,
24.48,0.0,1.29,3404,884,86994,98,,
24.21,0.0,1.25,3408,885,87089,98,,
24.1,0.0,1.27,3412,886,87153,98,,
23.88,0.0,1.26,3416,886,87234,98,,
24.98,0.0,1.34,3420,889,87439,98,,
24.82,0.0,1.32,3424,890,87545,98,,
24.66,0.0,1.27,3428,891,87626,98,,
24.96,0.0,1.32,3432,893,87736,98,,
25.21,0.0,1.35,3436,894,87857,98,,
25.4,0.0,1.39,3440,895,87953,98,,
25.35,0.0,1.42,3444,895,88048,98,,
25.62,0.0,1.45,3448,896,88146,98,,
25.25,0.0,1.41,3452,897,88220,98,,
25.46,0.0,1.44,3456,898,88319,98,,
24.99,0.0,1.42,3460,899,88403,98,,
25.38,0.0,1.48,3464,900,88532,98,,
25.51,0.0,1.46,3468,901,88634,98,,
25.75,0.0,1.46,3472,902,88753,98,,
26.15,0.0,1.54,3476,903,88857,98,,
25.91,0.0,1.55,3480,904,88950,98,,
25.91,0.0,1.53,3484,906,89064,98,,
25.69,0.0,1.48,3488,907,89157,98,,
26.51,0.0,1.57,3492,909,89323,98,,
26.49,0.0,1.58,3496,909,89411,98,,
26.33,0.0,1.56,3500,910,89492,98,,
26.06,0.0,1.55,3504,911,89600,98,,
25.77,0.0,1.55,3508,912,89666,98,,
26.33,0.0,1.58,3512,913,89786,98,,
26.65,0.0,1.62,3516,914,89899,98,,
25.78,0.0,1.57,3520,916,90017,98,,
25.32,0.0,1.51,3524,916,90077,98,,
25.43,0.0,1.57,3528,918,90169,98,,
25.17,0.0,1.55,3532,919,90253,98,,
24.88,0.0,1.48,3536,920,90345,98,,
24.81,0.0,1.5,3540,922,90434,98,,
25.2,0.0,1.54,3544,924,90568,98,,
25.02,0.0,1.52,3548,925,90648,97,,
25.17,0.0,1.55,3552,926,90737,97,,
25.06,0.0,1.51,3556,927,90825,97,,
24.88,0.0,1.48,3560,927,90891,97,,
24.41,0.0,1.4,3564,928,90973,97,,
24.37,0.0,1.4,3568,929,91071,97,,
24.32,0.0,1.4,3572,930,91185,98,,
24.1,0.0,1.37,3576,931,91267,98,,
24.24,0.0,1.39,3580,932,91374,98,,
24.13,0.0,1.41,3584,933,91477,98,,
24.05,0.0,1.42,3588,934,91562,98,,
23.86,0.0,1.41,3592,935,91709,98,,
23.69,0.0,1.38,3596,936,91780,98,,
23.76,0.0,1.42,3600,937,91868,98,,
23.57,0.0,1.4,3604,938,91957,97,,
23.91,0.0,1.41,3608,939,92057,97,,
23.65,0.0,1.4,3612,941,92151,97,,
23.53,0.0,1.39,3616,941,92252,97,,
23.33,0.0,1.39,3620,942,92350,97,,
23.47,0.0,1.42,3624,943,92424,97,,
23.61,0.0,1.44,3628,944,92530,97,,
23.94,0.0,1.46,3632,945,92647,97,,
24.04,0.0,1.51,3636,946,92749,97,,
24.17,0.0,1.48,3640,947,92851,97,,
23.66,0.0,1.4,3644,948,92934,97,,
23.7,0.0,1.4,3648,949,93018,98,,
23.82,0.0,1.44,3652,950,93119,98,,
23.62,0.0,1.41,3656,950,93187,98,,
23.93,0.0,1.45,3660,952,93284,97,,
24.21,0.0,1.48,3664,953,93394,97,,
24.1,0.0,1.51,3668,954,93481,97,,
23.73,0.0,1.47,3672,955,93558,97,,
23.91,0.0,1.46,3676,956,93658,97,,
24.28,0.0,1.5,3680,957,93802,97,,
24.05,0.0,1.45,3684,958,93882,97,,
23.82,0.0,1.42,3688,959,93944,97,,
23.59,0.0,1.38,3692,960,94068,97,,
23.68,0.0,1.38,3696,961,94148,97,,
23.87,0.0,1.41,3700,962,94255,97,,
23.91,0.0,1.38,3704,963,94348,97,,
23.78,0.0,1.37,3708,963,94435,97,,
23.94,0.0,1.4,3712,964,94545,97,,
23.65,0.0,1.36,3716,965,94617,97,,
23.46,0.0,1.32,3720,966,94696,97,,
23.58,0.0,1.33,3724,967,94782,97,,
23.28,0.0,1.27,3728,968,94858,97,,
22.81,0.0,1.24,3732,969,94928,97,,
22.43,0.0,1.19,3736,970,94992,97,,
22.32,0.0,1.2,3740,971,95083,97,,
22.07,0.0,1.17,3744,972,95141,97,,
22.13,0.0,1.2,3748,972,95231,97,,
22.31,0.0,1.2,3752,974,95350,97,,
22.4,0.0,1.23,3756,974,95427,97,,
22.44,0.0,1.26,3760,975,95528,97,,
22.24,0.0,1.27,3764,976,95618,97,,
22.18,0.0,1.24,3768,977,95699,97,,
22.19,0.0,1.23,3772,978,95777,97,,
21.79,0.0,1.2,3776,978,95837,97,,
21.19,0.0,1.17,3780,979,95921,97,,
20.97,0.0,1.16,3784,980,95979,97,,
21.09,0.0,1.16,3788,980,96053,97,,
20.96,0.0,1.12,3792,982,96164,97,,
20.68,0.0,1.1,3796,983,96216,97,,
20.47,0.0,1.06,3800,984,96302,97,,
20.42,0.0,1.1,3804,985,96390,97,,
20.31,0.0,1.08,3808,986,96466,97,,
20.01,0.0,1.04,3812,987,96546,97,,
19.99,0.0,1.04,3816,987,96616,97,,
20.33,0.0,1.09,3820,989,96729,97,,
20.68,0.0,1.17,3824,990,96850,97,,
21.62,0.0,1.27,3828,991,97020,97,,
21.81,0.0,1.25,3832,992,97109,97,,
21.97,0.0,1.27,3836,993,97189,97,,
21.88,0.0,1.22,3840,993,97271,97,,
22.49,0.0,1.31,3844,995,97390,97,,
22.67,0.0,1.3,3848,996,97498,97,,
22.42,0.0,1.26,3852,997,97592,97,,
22.71,0.0,1.31,3856,998,97698,97,,
22.82,0.0,1.3,3860,1000,97810,97,,
22.66,0.0,1.26,3864,1001,97884,97,,
22.75,0.0,1.27,3868,1002,97974,97,,
22.66,0.0,1.26,3872,1002,98043,97,,
22.92,0.0,1.29,3876,1003,98129,97,,
22.96,0.0,1.27,3880,1004,98217,97,,
23.35,0.0,1.31,3884,1005,98314,97,,
23.48,0.0,1.34,3888,1006,98401,97,,
23.34,0.0,1.36,3892,1007,98498,97,,
23.52,0.0,1.38,3896,1007,98568,97,,
23.69,0.0,1.38,3900,1008,98671,97,,
23.78,0.0,1.38,3904,1009,98768,97,,
24.04,0.0,1.42,3908,1010,98870,97,,
24.52,0.0,1.47,3912,1011,98998,97,,
24.52,0.0,1.47,3916,1012,99068,97,,
24.36,0.0,1.47,3920,1014,99165,97,,
23.94,0.0,1.38,3924,1015,99244,97,,
23.24,0.0,1.32,3928,1016,99344,97,,
23.68,0.0,1.42,3932,1017,99477,97,,
23.82,0.0,1.45,3936,1018,99571,97,,
23.75,0.0,1.46,3940,1019,99646,97,,
23.2,0.0,1.38,3944,1019,99710,97,,
23.09,0.0,1.41,3948,1020,99807,97,,
23.34,0.0,1.44,3952,1021,99926,97,,
,0.0,,,,100000,,29.5,2.75
23.48,0.0,1.45,3956,1023,100046,97,,
23.4,0.0,1.45,3960,1024,100150,97,,
23.89,0.0,1.52,3964,1025,100273,97,,
23.9,0.0,1.5,3968,1026,100364,97,,
23.89,0.0,1.5,3972,1027,100432,97,,
23.62,0.0,1.45,3976,1028,100491,97,,
23.72,0.0,1.46,3980,1029,100589,97,,
23.51,0.0,1.42,3984,1030,100665,97,,
23.68,0.0,1.44,3988,1031,100769,97,,
23.51,0.0,1.42,3992,1032,100849,97,,
23.65,0.0,1.46,3996,1033,100933,97,,
23.76,0.0,1.48,4000,1034,101047,97,,
23.53,0.0,1.44,4004,1034,101121,97,,
23.24,0.0,1.39,4008,1035,101194,97,,
22.99,0.0,1.39,4012,1036,101297,97,,
23.12,0.0,1.41,4016,1037,101380,97,,
22.76,0.0,1.37,4020,1038,101441,97,,
23.34,0.0,1.47,4024,1039,101578,97,,
23.32,0.0,1.46,4028,1040,101676,97,,
22.78,0.0,1.37,4032,1040,101755,97,,
22.94,0.0,1.37,4036,1042,101865,97,,
23.07,0.0,1.42,4040,1043,101953,97,,
23.38,0.0,1.43,4044,1044,102048,97,,
23.32,0.0,1.4,4048,1045,102139,97,,
23.13,0.0,1.4,4052,1046,102239,97,,
23.09,0.0,1.38,4056,1047,102355,97,,
22.78,0.0,1.33,4060,1048,102428,97,,
22.65,0.0,1.32,4064,1049,102538,97,,
